113.564,113.645
113.552,113.567
113.401,113.429
113.418,113.452
113.424,113.493
113.253,113.328
113.293,113.629
113.503,113.604
113.534,113.541
113.526,113.594
113.572,113.819
113.651,113.669
113.649,113.761
113.707,113.773
113.537,113.587
113.587,113.638
113.569,113.641
113.636,113.695
113.489,113.527
113.417,113.428
113.413,113.5
113.461,113.503
113.43,113.489
113.257,113.258
113.244,113.453
113.419,113.583
113.516,113.546
113.514,113.642
113.632,113.67
113.413,113.429
113.375,113.5
112.958,113.003
112.959,113.232
113.165,113.228
113.085,113.106
112.943,113.016
112.928,113.068
112.997,113.111
113.024,113.099
112.767,112.81
112.617,112.688
112.489,112.628
112.581,112.654
112.417,112.479
112.36,112.391
112.387,112.535
112.343,112.457
112.256,112.366
112.252,112.442
112.426,112.506
112.303,112.374
112.236,112.427
112.343,112.347
111.912,111.945
111.425,111.43
111.252,111.274
111.215,111.457
111.218,111.403
110.998,111.005
110.888,111.118
110.895,110.97
110.789,110.801
110.522,110.712
110.689,110.939
110.9,111.061
110.95,110.952
110.796,111.041
111.027,111.057
110.934,110.965
110.962,111.153
111.138,111.244
111.2,111.325
110.856,110.915
110.797,110.949
110.231,110.32
110.316,110.342
110.336,110.775
110.47,110.756
110.689,110.998
111,111.074
110.798,110.816
110.714,110.967
110.893,111.475
111.401,111.436
111.329,111.353
111.349,111.475
111.445,111.566
111.405,111.49
111.33,111.431
111.252,111.289
111.121,111.178
111.109,111.173
111.133,111.32
111.312,111.367
111.357,111.394
111.167,111.31
111.229,111.465
111.345,111.506
111.434,111.48
111.331,111.396
111.222,111.255
111.188,111.324
111.041,111.471
111.406,111.536
111.346,111.459
111.376,111.439
111.238,111.245
111.23,111.392
111.075,111.169
111.156,111.228
110.875,111.169
111.139,111.262
111.152,111.279
111.237,111.459
111.433,111.456
111.454,111.465
111.436,111.538
111.49,111.518
111.458,111.493
111.317,111.342
111.148,111.298
111.231,111.416
111.29,111.372
111.364,111.414
111.356,111.392
111.175,111.256
111.111,111.153
110.975,111.059
110.926,111.148
111.09,111.134
111.051,111.085
111.056,111.191
111.173,111.223
111.198,111.295
111.24,111.289
111.005,111.095
110.855,110.9
110.904,111.138
110.997,111.079
111.047,111.189
111.129,111.184
111.145,111.15
110.933,110.972
110.905,111.041
110.979,111.199
111.045,111.218
111.107,111.149
111.12,111.26
111.147,111.174
111.093,111.224
111.031,111.084
110.977,111.093
111.049,111.641
111.613,111.649
111.447,111.534
111.471,111.726
111.725,111.811
111.762,111.765
111.749,111.807
111.771,111.776
111.776,111.956
111.727,111.83
111.754,111.794
111.753,111.844
111.843,111.892
111.83,111.844
111.802,111.942
111.835,111.918
111.788,111.938
111.753,111.844
111.746,111.813
111.697,111.79
111.758,111.788
111.736,111.812
111.787,111.931
111.806,112.034
111.929,112.037
111.993,112.027
111.929,111.958
111.584,111.765
111.542,111.6
111.475,111.491
111.48,111.556
111.528,111.627
111.51,111.536
111.52,111.605
111.508,111.647
111.584,111.6
111.556,111.602
111.552,111.616
111.598,111.63
111.588,111.75
111.695,111.833
111.674,111.785
111.767,111.875
111.836,111.846
111.718,111.732
111.717,111.809
111.679,111.789
111.742,111.865
111.646,111.696
111.662,111.731
111.711,111.821
111.779,111.779
111.746,111.79
111.778,111.832
111.751,111.815
111.751,111.77
111.71,111.738
111.667,111.781
111.711,111.733
111.542,111.558
111.54,111.603
111.532,111.533
111.396,111.416
111.272,111.317
111.192,111.243
110.956,111.02
110.889,110.939
110.892,110.897
110.875,110.997
110.972,111.163
111.159,111.237
111.104,111.227
111.208,111.303
111.271,111.352
111.219,111.232
111.162,111.181
111.181,111.253
111.25,111.253
111.165,111.274
111.166,111.212
111.209,111.249
111.195,111.35
111.325,111.381
111.314,111.369
111.325,111.333
111.268,111.297
111.267,111.304
111.223,111.244
111.244,111.296
111.262,111.343
111.323,111.347
111.308,111.329
111.292,111.333
111.327,111.356
111.279,111.3
111.261,111.284
111.259,111.278
111.273,111.295
111.288,111.293
111.278,111.304
111.288,111.294
111.24,111.244
111.233,111.265
111.188,111.226
111.16,111.185
110.971,110.977
110.769,110.815
110.795,110.838
110.83,110.937
110.834,110.887
110.86,110.912
110.822,110.837
110.809,111.077
110.921,110.985
110.909,111.067
110.937,110.984
110.893,110.939
110.896,111.117
110.951,111.027
110.897,110.971
110.661,110.679
110.68,110.787
110.7,110.804
110.732,110.782
110.727,110.757
110.735,110.829
110.792,110.843
110.824,110.862
110.746,110.833
110.792,110.949
110.89,110.952
110.919,111.106
111.07,111.08
110.97,111.011
110.883,110.883
110.883,111.001
110.821,110.942
110.772,110.827
110.752,110.784
110.729,110.797
110.752,110.906
110.791,110.855
110.594,110.667
110.527,110.535
110.477,110.709
110.631,110.662
110.56,110.591
110.535,110.542
110.543,110.743
110.718,110.777
110.673,110.838
110.803,110.828
110.708,110.793
110.767,110.957
110.904,110.918
110.833,110.924
110.862,110.944
110.91,111.011
110.941,110.985
110.941,110.975
110.925,111.01
110.983,111.128
111.04,111.064
111.061,111.106
111.101,111.139
111.058,111.316
111.29,111.407
111.232,111.239
111.159,111.251
111.243,111.372
111.337,111.392
111.264,111.303
111.261,111.34
111.3,111.351
111.326,111.359
111.304,111.381
111.348,111.44
111.433,111.642
111.563,111.591
111.586,111.643
111.583,111.593
111.584,111.594
111.536,111.605
111.571,111.602
111.54,111.567
111.478,111.547
111.45,111.464
111.428,111.496
111.479,111.489
110.584,110.714
110.413,110.491
110.399,110.46
110.326,110.5
110.404,110.459
110.426,110.478
110.443,110.468
110.351,110.417
110.351,110.351
110.226,110.444
110.386,110.471
110.384,110.465
110.306,110.456
110.403,110.555
110.499,110.545
110.515,110.573
110.513,110.591
110.59,110.616
110.504,110.512
110.445,110.524
110.485,110.487
110.45,110.518
110.484,110.595
110.509,110.524
110.469,110.64
110.509,110.54
110.4,110.451
110.381,110.487
110.425,110.454
110.369,110.401
110.401,110.466
110.449,110.482
110.436,110.474
110.438,110.5
110.445,110.464
110.346,110.388
110.146,110.164
109.895,109.943
109.725,109.822
109.783,109.858
109.821,109.882
109.656,109.656
109.568,109.625
109.558,109.626
109.607,109.715
109.63,109.689
109.43,109.445
109.279,109.432
109.301,109.409
109.291,109.489
109.349,109.387
109.223,109.335
109.315,109.419
109.223,109.279
109.271,109.535
109.383,109.424
109.366,109.408
109.297,109.354
109.313,109.403
109.385,109.494
109.405,109.469
109.47,109.518
109.458,109.464
109.455,109.503
109.492,109.577
109.491,109.519
109.343,109.355
109.21,109.3
109.123,109.16
109.111,109.2
109.194,109.439
109.368,109.461
109.336,109.352
109.292,109.498
109.224,109.322
109.321,109.534
109.34,109.383
109.345,109.565
109.544,109.838
109.774,109.791
109.785,109.815
109.767,109.781
109.726,109.736
109.732,109.913
109.828,109.933
109.832,109.856
109.813,109.813
109.817,109.935
109.613,109.68
109.378,109.434
109.402,109.582
109.553,109.757
109.758,109.921
109.909,110.119
109.991,110.096
110.022,110.142
109.98,110.049
109.933,110.223
110.114,110.115
110.052,110.097
109.985,110.092
110.077,110.123
109.851,109.93
109.908,109.987
109.949,110.037
109.72,109.924
109.866,110.012
109.81,109.871
109.862,110.032
110.019,110.255
110.191,110.238
110.206,110.298
110.154,110.204
110.087,110.215
110.135,110.384
110.277,110.316
110.278,110.372
110.306,110.392
110.314,110.364
110.353,110.434
110.39,110.618
110.615,110.72
110.643,110.68
110.568,110.609
110.442,110.481
110.349,110.367
110.124,110.165
110.145,110.222
110.22,110.304
110.251,110.393
110.34,110.369
110.272,110.305
110.156,110.193
110.151,110.305
110.212,110.23
110.201,110.267
110.25,110.275
110.215,110.23
110.158,110.219
110.172,110.199
109.928,109.987
109.878,109.905
109.88,109.958
109.824,109.868
109.806,109.982
109.773,109.78
109.749,109.812
109.658,109.724
109.629,109.684
109.677,109.769
109.748,109.797
109.76,109.861
109.855,109.938
109.835,109.89
109.819,109.83
109.827,109.924
109.912,109.974
109.97,110.015
109.952,109.971
109.956,109.974
109.951,110.007
109.957,110.032
109.966,110.019
110.02,110.232
110.128,110.146
110.074,110.075
110.067,110.104
110.014,110.038
109.98,110.155
110.105,110.144
109.911,109.955
109.936,110.117
110.031,110.08
109.944,109.979
109.928,109.966
109.946,109.989
109.985,110.058
109.963,110.069
110.051,110.061
110.043,110.065
110.004,110.03
110.012,110.033
109.949,110.037
110.017,110.047
110.035,110.084
110.026,110.029
109.985,110.059
110.058,110.175
110.169,110.175
110.162,110.212
110.19,110.244
110.235,110.287
109.345,109.381
109.187,109.299
108.926,108.939
108.928,109.151
109.05,109.087
109.064,109.113
108.805,109.557
109.459,109.649
109.536,109.568
109.535,109.662
109.277,109.34
109.265,109.441
109.392,109.7
109.502,109.584
109.512,109.532
109.534,109.579
109.558,109.619
109.603,109.608
109.564,109.658
109.474,109.509
109.488,109.622
109.609,109.771
109.631,109.673
